"Growth","Season","Model","Morph","Yr","Seas","SubSeas","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"growth1","twoseas","3.30.24.1",1,1981,1,1,21.6597,28.999,35.3335,40.7199,45.4064,49.4513,52.9424,55.9555,58.5562,60.8008,62.7381,64.4101,65.8533,67.0989,68.174,69.1018,69.9027,70.5939,71.1905,71.7054,72.1498,72.5334,72.8644,73.1502,73.3968,73.6096,73.7933,73.9519,74.0888,74.2069,74.3088,74.3968,74.4728,74.5383,74.5949,74.6437,74.6858,74.7222,74.7536,74.7807,74.8502
"growth1","twoseas","3.30.24.1",1,1981,1,2,23.597,30.6711,36.7767,41.9685,46.4856,50.3843,53.7492,56.6535,59.1601,61.3236,63.1909,64.8026,66.1936,67.3941,68.4303,69.3247,70.0966,70.7628,71.3379,71.8342,72.2625,72.6322,72.9513,73.2267,73.4644,73.6696,73.8467,73.9995,74.1314,74.2452,74.3435,74.4283,74.5015,74.5647,74.6192,74.6663,74.7069,74.742,74.7722,74.7983,74.8653
"growth1","twoseas","3.30.24.1",1,1981,2,1,25.4644,28.999,38.1677,43.1719,47.5257,51.2835,54.5269,57.3262,59.7423,61.8276,63.6274,65.1808,66.5215,67.6787,68.6775,69.5395,70.2835,70.9257,71.4799,71.9583,72.3711,72.7275,73.035,73.3005,73.5296,73.7274,73.898,74.0453,74.1725,74.2822,74.3769,74.4587,74.5292,74.5901,74.6427,74.688,74.7272,74.761,74.7902,74.8153,74.8799
"growth1","twoseas","3.30.24.1",1,1981,2,2,27.2642,30.6711,39.5085,44.3318,48.5283,52.1503,55.2764,57.9746,60.3033,62.3133,64.0481,65.5453,66.8376,67.953,68.9157,69.7465,70.4637,71.0826,71.6168,72.0779,72.4758,72.8193,73.1158,73.3716,73.5925,73.7831,73.9476,74.0896,74.2121,74.3179,74.4092,74.4879,74.556,74.6146,74.6653,74.709,74.7468,74.7793,74.8074,74.8317,74.8939
"growth1","twoseas","3.30.24.1",1,1982,1,1,21.6597,28.999,35.3335,40.8008,45.4498,49.4947,52.9858,55.9989,58.5996,60.8442,62.7815,64.4535,65.8967,67.1423,68.2174,69.1452,69.9461,70.6373,71.2339,71.7488,72.1932,72.5768,72.9078,73.1936,73.4402,73.653,73.8367,73.9953,74.1322,74.2503,74.3522,74.4402,74.5162,74.5817,74.6383,74.6871,74.7292,74.7656,74.797,74.8241,74.8775
"growth1","twoseas","3.30.24.1",1,1982,1,2,23.597,30.6711,36.7767,42.0464,46.5274,50.4261,53.791,56.6953,59.202,61.3654,63.2327,64.8444,66.2354,67.436,68.4722,69.3665,70.1384,70.8047,71.3797,71.876,72.3043,72.674,72.9931,73.2685,73.5062,73.7114,73.8885,74.0413,74.1732,74.2871,74.3853,74.4701,74.5433,74.6065,74.6611,74.7081,74.7487,74.7838,74.8141,74.8402,74.8916
"growth1","twoseas","3.30.24.1",1,1982,2,1,25.4644,28.999,38.1677,43.247,47.5661,51.3239,54.5672,57.3665,59.7826,61.8679,63.6677,65.2211,66.5618,67.719,68.7178,69.5798,70.3238,70.966,71.5202,71.9986,72.4115,72.7678,73.0754,73.3408,73.5699,73.7677,73.9384,74.0857,74.2128,74.3225,74.4173,74.499,74.5696,74.6304,74.683,74.7284,74.7675,74.8013,74.8305,74.8557,74.9052
"growth1","twoseas","3.30.24.1",1,1982,2,2,27.2642,30.6711,39.5085,44.4042,48.5672,52.1892,55.3153,58.0134,60.3422,62.3521,64.0869,65.5842,66.8765,67.9919,68.9545,69.7854,70.5025,71.1215,71.6557,72.1168,72.5147,72.8582,73.1546,73.4105,73.6313,73.8219,73.9864,74.1284,74.251,74.3567,74.448,74.5268,74.5948,74.6535,74.7042,74.7479,74.7856,74.8182,74.8463,74.8706,74.9184
"growth1","twoseas","3.30.24.1",1,1983,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5321,53.0232,56.0364,58.637,60.8816,62.8189,64.491,65.9342,67.1798,68.2548,69.1827,69.9835,70.6748,71.2713,71.7862,72.2307,72.6142,72.9453,73.231,73.4776,73.6905,73.8742,74.0328,74.1696,74.2877,74.3897,74.4777,74.5536,74.6192,74.6757,74.7246,74.7667,74.8031,74.8345,74.8616,74.908
"growth1","twoseas","3.30.24.1",1,1983,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.4622,53.8271,56.7314,59.2381,61.4015,63.2688,64.8805,66.2715,67.4721,68.5083,69.4026,70.1745,70.8408,71.4158,71.9121,72.3404,72.7101,73.0292,73.3047,73.5424,73.7475,73.9246,74.0774,74.2093,74.3232,74.4214,74.5063,74.5795,74.6426,74.6972,74.7442,74.7848,74.8199,74.8502,74.8763,74.921
"growth1","twoseas","3.30.24.1",1,1983,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.3587,54.602,57.4013,59.8174,61.9027,63.7025,65.2559,66.5966,67.7538,68.7526,69.6146,70.3586,71.0008,71.555,72.0334,72.4463,72.8026,73.1102,73.3756,73.6047,73.8025,73.9732,74.1205,74.2476,74.3573,74.4521,74.5338,74.6044,74.6652,74.7178,74.7632,74.8023,74.8361,74.8653,74.8905,74.9336
"growth1","twoseas","3.30.24.1",1,1983,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2227,55.3488,58.047,60.3757,62.3857,64.1205,65.6177,66.91,68.0254,68.9881,69.8189,70.5361,71.155,71.6892,72.1503,72.5482,72.8917,73.1882,73.444,73.6649,73.8555,74.02,74.162,74.2845,74.3903,74.4816,74.5604,74.6284,74.687,74.7377,74.7814,74.8192,74.8517,74.8799,74.9041,74.9457
"growth1","twoseas","3.30.24.1",1,1984,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.0556,56.0687,58.6693,60.914,62.8513,64.5233,65.9665,67.2121,68.2871,69.215,70.0159,70.7071,71.3037,71.8186,72.263,72.6466,72.9776,73.2633,73.51,73.7228,73.9065,74.0651,74.2019,74.3201,74.422,74.51,74.5859,74.6515,74.7081,74.7569,74.799,74.8354,74.8668,74.8939,74.9373
"growth1","twoseas","3.30.24.1",1,1984,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.8583,56.7626,59.2692,61.4327,63.3,64.9116,66.3027,67.5032,68.5394,69.4338,70.2057,70.8719,71.447,71.9432,72.3716,72.7413,73.0604,73.3358,73.5735,73.7787,73.9558,74.1086,74.2405,74.3543,74.4526,74.5374,74.6106,74.6738,74.7283,74.7754,74.816,74.8511,74.8813,74.9074,74.9493
"growth1","twoseas","3.30.24.1",1,1984,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.632,57.4313,59.8474,61.9327,63.7325,65.2859,66.6267,67.7839,68.7826,69.6447,70.3887,71.0308,71.5851,72.0634,72.4763,72.8326,73.1402,73.4057,73.6348,73.8325,74.0032,74.1505,74.2776,74.3874,74.4821,74.5638,74.6344,74.6953,74.7478,74.7932,74.8324,74.8661,74.8953,74.9205,74.9608
"growth1","twoseas","3.30.24.1",1,1984,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.3778,58.0759,60.4047,62.4146,64.1494,65.6467,66.939,68.0543,69.017,69.8479,70.565,71.184,71.7182,72.1792,72.5772,72.9207,73.2171,73.473,73.6938,73.8844,74.0489,74.1909,74.3135,74.4192,74.5105,74.5893,74.6573,74.716,74.7667,74.8104,74.8481,74.8807,74.9088,74.9331,74.9719
"growth1","twoseas","3.30.24.1",1,1985,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.0966,58.6973,60.9419,62.8792,64.5512,65.9944,67.24,68.3151,69.2429,70.0438,70.735,71.3316,71.8465,72.2909,72.6745,73.0055,73.2913,73.5379,73.7507,73.9344,74.093,74.2298,74.348,74.4499,74.5379,74.6138,74.6794,74.736,74.7848,74.8269,74.8633,74.8947,74.9218,74.9639
"growth1","twoseas","3.30.24.1",1,1985,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.7895,59.2961,61.4596,63.3269,64.9385,66.3296,67.5301,68.5663,69.4607,70.2326,70.8988,71.4738,71.9701,72.3985,72.7682,73.0873,73.3627,73.6004,73.8056,73.9826,74.1355,74.2674,74.3812,74.4795,74.5643,74.6375,74.7007,74.7552,74.8023,74.8429,74.878,74.9082,74.9343,74.9749
"growth1","twoseas","3.30.24.1",1,1985,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4573,59.8733,61.9586,63.7584,65.3119,66.6526,67.8098,68.8085,69.6706,70.4146,71.0567,71.611,72.0893,72.5022,72.8586,73.1661,73.4316,73.6607,73.8584,74.0291,74.1764,74.3036,74.4133,74.508,74.5898,74.6603,74.7212,74.7738,74.8191,74.8583,74.8921,74.9212,74.9464,74.9855
"growth1","twoseas","3.30.24.1",1,1985,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1009,60.4297,62.4396,64.1744,65.6717,66.964,68.0793,69.042,69.8729,70.59,71.2089,71.7432,72.2042,72.6022,72.9457,73.2421,73.498,73.7188,73.9094,74.0739,74.2159,74.3384,74.4442,74.5355,74.6143,74.6823,74.741,74.7916,74.8354,74.8731,74.9057,74.9338,74.9581,74.9958
"growth1","twoseas","3.30.24.1",1,1986,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7213,60.9659,62.9032,64.5753,66.0185,67.2641,68.3391,69.267,70.0679,70.7591,71.3557,71.8706,72.315,72.6985,73.0296,73.3153,73.562,73.7748,73.9585,74.1171,74.2539,74.3721,74.474,74.562,74.6379,74.7035,74.7601,74.8089,74.851,74.8874,74.9188,74.9459,74.9875
"growth1","twoseas","3.30.24.1",1,1986,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3193,61.4828,63.3501,64.9618,66.3528,67.5533,68.5896,69.4839,70.2558,70.922,71.4971,71.9934,72.4217,72.7914,73.1105,73.3859,73.6236,73.8288,74.0059,74.1587,74.2906,74.4044,74.5027,74.5875,74.6607,74.7239,74.7784,74.8255,74.8661,74.9012,74.9314,74.9575,74.9976
"growth1","twoseas","3.30.24.1",1,1986,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.8957,61.981,63.7808,65.3342,66.675,67.8322,68.8309,69.6929,70.437,71.0791,71.6334,72.1117,72.5246,72.8809,73.1885,73.454,73.6831,73.8808,74.0515,74.1988,74.3259,74.4357,74.5304,74.6121,74.6827,74.7436,74.7961,74.8415,74.8807,74.9144,74.9436,74.9688,75.0074
"growth1","twoseas","3.30.24.1",1,1986,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4513,62.4612,64.196,65.6932,66.9855,68.1009,69.0636,69.8944,70.6116,71.2305,71.7647,72.2258,72.6238,72.9672,73.2637,73.5195,73.7404,73.931,74.0955,74.2375,74.36,74.4658,74.5571,74.6359,74.7039,74.7626,74.8132,74.8569,74.8947,74.9272,74.9554,74.9796,75.0168
"growth1","twoseas","3.30.24.1",1,1987,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,60.9867,62.924,64.5961,66.0393,67.2849,68.3599,69.2878,70.0887,70.7799,71.3764,71.8913,72.3358,72.7193,73.0504,73.3361,73.5827,73.7956,73.9793,74.1379,74.2747,74.3928,74.4948,74.5828,74.6587,74.7243,74.7808,74.8297,74.8718,74.9082,74.9396,74.9667,75.008
"growth1","twoseas","3.30.24.1",1,1987,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5028,63.3701,64.9818,66.3728,67.5734,68.6096,69.5039,70.2758,70.9421,71.5171,72.0134,72.4417,72.8115,73.1305,73.406,73.6437,73.8488,74.0259,74.1787,74.3106,74.4245,74.5227,74.6076,74.6808,74.7439,74.7985,74.8455,74.8861,74.9212,74.9515,74.9776,75.0174
"growth1","twoseas","3.30.24.1",1,1987,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0003,63.8001,65.3535,66.6943,67.8515,68.8502,69.7123,70.4563,71.0984,71.6527,72.131,72.5439,72.9002,73.2078,73.4733,73.7024,73.9001,74.0708,74.2181,74.3453,74.455,74.5497,74.6314,74.702,74.7629,74.8155,74.8608,74.9,74.9338,74.9629,74.9881,75.0265
"growth1","twoseas","3.30.24.1",1,1987,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.4798,64.2146,65.7119,67.0041,68.1195,69.0822,69.9131,70.6302,71.2491,71.7833,72.2444,72.6424,72.9858,73.2823,73.5381,73.759,73.9496,74.1141,74.2561,74.3786,74.4844,74.5757,74.6545,74.7225,74.7812,74.8318,74.8755,74.9133,74.9459,74.974,74.9982,75.0352
"growth1","twoseas","3.30.24.1",1,1988,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.942,64.614,66.0572,67.3028,68.3779,69.3057,70.1066,70.7978,71.3944,71.9093,72.3537,72.7373,73.0683,73.3541,73.6007,73.8135,73.9972,74.1558,74.2927,74.4108,74.5127,74.6007,74.6767,74.7422,74.7988,74.8476,74.8898,74.9261,74.9575,74.9846,75.0258
"growth1","twoseas","3.30.24.1",1,1988,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.3874,64.9991,66.3901,67.5907,68.6269,69.5212,70.2931,70.9594,71.5344,72.0307,72.459,72.8287,73.1478,73.4232,73.661,73.8661,74.0432,74.196,74.3279,74.4418,74.54,74.6248,74.698,74.7612,74.8158,74.8628,74.9034,74.9385,74.9688,74.9949,75.0346
"growth1","twoseas","3.30.24.1",1,1988,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8168,65.3702,66.7109,67.8681,68.8669,69.7289,70.4729,71.1151,71.6693,72.1477,72.5606,72.9169,73.2245,73.4899,73.719,73.9168,74.0875,74.2348,74.3619,74.4717,74.5664,74.6481,74.7187,74.7796,74.8321,74.8775,74.9166,74.9504,74.9796,75.0048,75.0431
"growth1","twoseas","3.30.24.1",1,1988,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2306,65.7279,67.0202,68.1356,69.0982,69.9291,70.6462,71.2652,71.7994,72.2605,72.6584,73.0019,73.2983,73.5542,73.775,73.9656,74.1302,74.2721,74.3947,74.5005,74.5917,74.6705,74.7385,74.7972,74.8479,74.8916,74.9294,74.9619,74.99,75.0143,75.0512
"growth1","twoseas","3.30.24.1",1,1989,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6295,66.0727,67.3183,68.3933,69.3212,70.1221,70.8133,71.4099,71.9248,72.3692,72.7528,73.0838,73.3695,73.6162,73.829,74.0127,74.1713,74.3081,74.4263,74.5282,74.6162,74.6921,74.7577,74.8143,74.8631,74.9052,74.9416,74.973,75.0001,75.0413
"growth1","twoseas","3.30.24.1",1,1989,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.014,66.405,67.6056,68.6418,69.5362,70.3081,70.9743,71.5493,72.0456,72.474,72.8437,73.1628,73.4382,73.6759,73.881,74.0581,74.2109,74.3429,74.4567,74.555,74.6398,74.713,74.7762,74.8307,74.8777,74.9184,74.9534,74.9837,75.0098,75.0495
"growth1","twoseas","3.30.24.1",1,1989,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.3846,66.7253,67.8825,68.8813,69.7433,70.4873,71.1295,71.6837,72.1621,72.575,72.9313,73.2389,73.5043,73.7334,73.9312,74.1019,74.2492,74.3763,74.486,74.5808,74.6625,74.7331,74.7939,74.8465,74.8919,74.931,74.9648,74.994,75.0191,75.0574
"growth1","twoseas","3.30.24.1",1,1989,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7418,67.0341,68.1494,69.1121,69.943,70.6601,71.2791,71.8133,72.2743,72.6723,73.0158,73.3122,73.5681,73.7889,73.9795,74.144,74.286,74.4085,74.5143,74.6056,74.6844,74.7524,74.8111,74.8618,74.9055,74.9432,74.9758,75.0039,75.0282,75.065
"growth1","twoseas","3.30.24.1",1,1990,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.0861,67.3317,68.4067,69.3346,70.1354,70.8267,71.4232,71.9381,72.3826,72.7661,73.0972,73.3829,73.6295,73.8424,74.0261,74.1847,74.3215,74.4396,74.5416,74.6296,74.7055,74.7711,74.8276,74.8765,74.9186,74.955,74.9864,75.0135,75.0546
"growth1","twoseas","3.30.24.1",1,1990,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4179,67.6185,68.6547,69.549,70.3209,70.9872,71.5622,72.0585,72.4868,72.8566,73.1756,73.4511,73.6888,73.8939,74.071,74.2238,74.3557,74.4696,74.5678,74.6527,74.7259,74.789,74.8436,74.8906,74.9312,74.9663,74.9966,75.0227,75.0623
"growth1","twoseas","3.30.24.1",1,1990,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7378,67.8949,68.8937,69.7557,70.4997,71.1419,71.6961,72.1745,72.5874,72.9437,73.2513,73.5167,73.7459,73.9436,74.1143,74.2616,74.3887,74.4985,74.5932,74.6749,74.7455,74.8064,74.8589,74.9043,74.9434,74.9772,75.0064,75.0316,75.0698
"growth1","twoseas","3.30.24.1",1,1990,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.046,68.1614,69.1241,69.955,70.6721,71.291,71.8252,72.2863,72.6843,73.0277,73.3242,73.58,73.8009,73.9915,74.156,74.298,74.4205,74.5263,74.6176,74.6964,74.7644,74.8231,74.8737,74.9174,74.9552,74.9878,75.0159,75.0401,75.077
"growth1","twoseas","3.30.24.1",1,1991,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.1076,67.3432,68.4182,69.3461,70.147,70.8382,71.4348,71.9497,72.3941,72.7777,73.1087,73.3944,73.6411,73.8539,74.0376,74.1962,74.333,74.4512,74.5531,74.6411,74.717,74.7826,74.8392,74.888,74.9301,74.9665,74.9979,75.025,75.0661
"growth1","twoseas","3.30.24.1",1,1991,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4386,67.6296,68.6658,69.5602,70.3321,70.9983,71.5733,72.0696,72.498,72.8677,73.1868,73.4622,73.6999,73.905,74.0821,74.2349,74.3669,74.4807,74.579,74.6638,74.737,74.8002,74.8547,74.9017,74.9424,74.9774,75.0077,75.0338,75.0735
"growth1","twoseas","3.30.24.1",1,1991,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7577,67.9057,68.9044,69.7664,70.5105,71.1526,71.7069,72.1852,72.5981,72.9544,73.262,73.5275,73.7566,73.9543,74.125,74.2723,74.3994,74.5092,74.6039,74.6856,74.7562,74.8171,74.8696,74.915,74.9542,74.9879,75.0171,75.0423,75.0805
"growth1","twoseas","3.30.24.1",1,1991,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.0653,68.1717,69.1344,69.9653,70.6824,71.3014,71.8356,72.2966,72.6946,73.0381,73.3345,73.5904,73.8112,74.0018,74.1663,74.3083,74.4308,74.5366,74.6279,74.7067,74.7747,74.8334,74.8841,74.9278,74.9655,74.9981,75.0262,75.0505,75.0873
"growth1","twoseas","3.30.24.1",1,1992,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.1076,67.3617,68.4282,69.3561,70.1569,70.8481,71.4447,71.9596,72.404,72.7876,73.1187,73.4044,73.651,73.8639,74.0476,74.2061,74.343,74.4611,74.5631,74.6511,74.727,74.7925,74.8491,74.8979,74.9401,74.9765,75.0079,75.035,75.0761
"growth1","twoseas","3.30.24.1",1,1992,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4386,67.6475,68.6754,69.5698,70.3417,71.0079,71.5829,72.0792,72.5076,72.8773,73.1964,73.4718,73.7095,73.9146,74.0917,74.2445,74.3764,74.4903,74.5886,74.6734,74.7466,74.8097,74.8643,74.9113,74.952,74.987,75.0173,75.0434,75.083
"growth1","twoseas","3.30.24.1",1,1992,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7577,67.9229,68.9137,69.7757,70.5197,71.1619,71.7161,72.1945,72.6073,72.9637,73.2712,73.5367,73.7658,73.9636,74.1342,74.2815,74.4087,74.5184,74.6131,74.6949,74.7654,74.8263,74.8789,74.9242,74.9634,74.9972,75.0264,75.0515,75.0897
"growth1","twoseas","3.30.24.1",1,1992,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.0653,68.1883,69.1433,69.9742,70.6913,71.3103,71.8445,72.3056,72.7035,73.047,73.3434,73.5993,73.8201,74.0107,74.1752,74.3172,74.4398,74.5455,74.6368,74.7156,74.7836,74.8423,74.893,74.9367,74.9744,75.007,75.0351,75.0594,75.0962
"growth1","twoseas","3.30.24.1",1,1993,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.1076,67.3617,68.4442,69.3647,70.1655,70.8567,71.4533,71.9682,72.4126,72.7962,73.1273,73.413,73.6596,73.8725,74.0562,74.2147,74.3516,74.4697,74.5717,74.6596,74.7356,74.8011,74.8577,74.9065,74.9487,74.9851,75.0165,75.0435,75.0847
"growth1","twoseas","3.30.24.1",1,1993,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4386,67.6475,68.6908,69.578,70.3499,71.0162,71.5912,72.0875,72.5158,72.8856,73.2046,73.4801,73.7178,73.9229,74.1,74.2528,74.3847,74.4986,74.5968,74.6817,74.7549,74.818,74.8726,74.9196,74.9602,74.9953,75.0256,75.0517,75.0913
"growth1","twoseas","3.30.24.1",1,1993,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7577,67.9229,68.9285,69.7837,70.5277,71.1698,71.7241,72.2024,72.6153,72.9717,73.2792,73.5447,73.7738,73.9715,74.1422,74.2895,74.4167,74.5264,74.6211,74.7029,74.7734,74.8343,74.8869,74.9322,74.9714,75.0052,75.0343,75.0595,75.0977
"growth1","twoseas","3.30.24.1",1,1993,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.0653,68.1883,69.1577,69.9819,70.699,71.318,71.8522,72.3133,72.7112,73.0547,73.3511,73.607,73.8278,74.0184,74.1829,74.3249,74.4475,74.5532,74.6445,74.7233,74.7913,74.85,74.9007,74.9444,74.9821,75.0147,75.0428,75.0671,75.1039
"growth1","twoseas","3.30.24.1",1,1994,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.1076,67.3617,68.4442,69.3785,70.1729,70.8642,71.4607,71.9756,72.4201,72.8036,73.1347,73.4204,73.667,73.8799,74.0636,74.2222,74.359,74.4771,74.5791,74.6671,74.743,74.8086,74.8651,74.914,74.9561,74.9925,75.0239,75.051,75.0921
"growth1","twoseas","3.30.24.1",1,1994,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4386,67.6475,68.6908,69.5914,70.3571,71.0233,71.5983,72.0946,72.523,72.8927,73.2118,73.4872,73.7249,73.9301,74.1071,74.26,74.3919,74.5057,74.604,74.6888,74.762,74.8252,74.8797,74.9268,74.9674,75.0024,75.0327,75.0588,75.0985
"growth1","twoseas","3.30.24.1",1,1994,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7577,67.9229,68.9285,69.7965,70.5346,71.1767,71.731,72.2093,72.6222,72.9786,73.2861,73.5516,73.7807,73.9784,74.1491,74.2964,74.4236,74.5333,74.628,74.7098,74.7803,74.8412,74.8938,74.9391,74.9783,75.0121,75.0412,75.0664,75.1046
"growth1","twoseas","3.30.24.1",1,1994,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.0653,68.1883,69.1577,69.9943,70.7057,71.3246,71.8588,72.3199,72.7178,73.0613,73.3578,73.6136,73.8345,74.0251,74.1896,74.3316,74.4541,74.5599,74.6512,74.7299,74.798,74.8566,74.9073,74.951,74.9888,75.0213,75.0494,75.0737,75.1105
"growth1","twoseas","3.30.24.1",1,1995,1,1,21.6597,28.999,35.3335,40.8008,45.5196,49.5924,53.1075,56.1415,58.7601,61.0202,62.9708,64.6544,66.1076,67.3617,68.4442,69.3785,70.1849,70.8706,71.4671,71.982,72.4265,72.81,73.1411,73.4268,73.6734,73.8863,74.07,74.2286,74.3654,74.4835,74.5855,74.6735,74.7494,74.815,74.8715,74.9204,74.9625,74.9989,75.0303,75.0574,75.0985
"growth1","twoseas","3.30.24.1",1,1995,1,2,23.597,30.6711,36.7767,42.0464,46.5947,50.5202,53.9084,56.8327,59.3567,61.5351,63.4152,65.038,66.4386,67.6475,68.6908,69.5914,70.3686,71.0295,71.6045,72.1008,72.5292,72.8989,73.218,73.4934,73.7311,73.9362,74.1133,74.2661,74.398,74.5119,74.6102,74.695,74.7682,74.8313,74.8859,74.9329,74.9736,75.0086,75.0389,75.065,75.1046
"growth1","twoseas","3.30.24.1",1,1995,2,1,25.4644,28.999,38.1677,43.247,47.6309,51.4146,54.6803,57.4989,59.9317,62.0314,63.8436,65.4077,66.7577,67.9229,68.9285,69.7965,70.5457,71.1827,71.7369,72.2153,72.6282,72.9845,73.2921,73.5575,73.7866,73.9844,74.1551,74.3024,74.4295,74.5392,74.634,74.7157,74.7863,74.8471,74.8997,74.9451,74.9842,75.018,75.0472,75.0723,75.1105
"growth1","twoseas","3.30.24.1",1,1995,2,2,27.2642,30.6711,39.5085,44.4042,48.6297,52.2767,55.4243,58.1411,60.4859,62.5097,64.2565,65.7641,67.0653,68.1883,69.1577,69.9943,70.7163,71.3303,71.8645,72.3256,72.7236,73.067,73.3635,73.6194,73.8402,74.0308,74.1953,74.3373,74.4598,74.5656,74.6569,74.7357,74.8037,74.8624,74.913,74.9568,74.9945,75.0271,75.0552,75.0794,75.1163
